t,queue_north,queue_south,queue_east,queue_west,queue_total,waiting_total,running_veh,phase
207,5,10,4,4,23,82.0,76,0
208,4,8,4,4,20,81.0,76,0
209,5,8,4,4,21,83.0,76,0
210,5,5,4,4,18,84.0,77,0
211,4,4,4,4,16,87.0,76,0
212,5,5,4,4,18,101.0,77,0
213,6,4,4,4,18,109.0,76,0
214,6,4,4,4,18,118.0,73,0
215,6,3,4,4,17,129.0,73,0
216,6,3,4,4,17,133.0,73,0
217,5,2,4,4,15,136.0,73,0
218,4,2,5,4,15,141.0,72,0
219,4,0,3,3,10,75.0,72,0
220,5,1,1,1,8,17.0,70,0
221,6,2,0,0,8,16.0,67,0
222,7,3,0,0,10,26.0,68,0
223,8,4,0,0,12,34.0,68,0
224,9,6,0,0,15,46.0,71,0
225,11,8,0,0,19,65.0,71,0
226,10,8,0,0,18,79.0,71,0
227,11,10,0,0,21,100.0,68,0
228,12,11,0,0,23,123.0,68,0
229,13,11,0,0,24,110.0,71,0
230,14,9,0,0,23,99.0,71,0
231,12,8,0,0,20,87.0,71,0
232,12,8,0,0,20,76.0,72,0
233,10,7,0,0,17,66.0,72,0
234,10,6,0,0,16,58.0,72,0
235,10,6,0,0,16,55.0,70,0
236,11,5,0,0,16,51.0,71,0
237,11,6,0,2,19,62.0,68,0
238,12,6,2,2,22,66.0,67,0
239,12,5,2,2,21,67.0,67,0
240,11,4,2,2,19,68.0,67,0
241,12,4,2,2,20,86.0,66,0
242,11,4,2,2,19,87.0,65,0
243,10,5,2,2,19,80.0,68,0
244,8,4,0,0,12,41.0,67,0
245,5,3,0,0,8,30.0,66,0
246,6,3,0,0,9,29.0,66,0
247,6,5,0,0,11,34.0,65,0
248,7,6,0,0,13,41.0,64,0
249,7,7,0,0,14,49.0,65,0
250,9,9,0,0,18,67.0,65,0
251,11,10,0,0,21,81.0,64,0
252,11,12,0,0,23,98.0,64,0
253,13,13,0,0,26,118.0,62,0
254,13,12,0,0,25,103.0,64,0
255,12,12,0,0,24,93.0,65,0
256,10,12,0,0,22,84.0,65,0
257,7,11,0,0,18,74.0,66,0
258,6,10,1,0,17,63.0,66,0
259,4,9,1,1,15,54.0,66,0
260,4,8,1,1,14,47.0,66,0
261,4,8,1,1,14,43.0,67,0
262,4,8,1,1,14,46.0,70,0
263,2,9,1,1,13,47.0,70,0
264,3,9,1,1,14,47.0,74,0
265,5,10,1,1,17,49.0,74,0
266,3,8,1,1,13,47.0,74,0
267,2,7,1,1,11,43.0,74,0
268,2,6,1,1,10,46.0,73,0
269,4,5,0,0,9,28.0,72,0
270,5,2,0,0,7,23.0,71,0
271,5,2,0,0,7,22.0,70,0
272,6,4,0,0,10,32.0,72,0
273,9,5,0,0,14,46.0,72,0
274,8,5,0,0,13,58.0,72,0
275,10,7,0,0,17,75.0,71,0
276,12,9,0,0,21,96.0,70,0
277,14,10,1,0,25,121.0,72,0
278,15,10,2,0,27,148.0,72,0
279,13,10,2,0,25,132.0,71,0
280,13,10,3,2,28,124.0,76,0
281,13,10,3,2,28,119.0,77,0
282,12,9,3,2,26,114.0,78,0
283,11,8,3,2,24,107.0,76,0
284,12,7,3,2,24,105.0,76,0
285,11,6,3,2,22,102.0,76,0
286,10,6,3,2,21,115.0,76,0
287,11,5,3,2,21,116.0,75,0
288,11,5,3,2,21,113.0,74,0
289,9,5,3,2,19,110.0,73,0
290,8,4,3,2,17,107.0,72,0
291,6,4,3,2,15,103.0,72,0
292,4,4,5,3,16,102.0,71,0
293,2,3,5,3,13,97.0,70,0
294,2,3,3,2,10,43.0,70,0
295,3,3,1,0,7,19.0,70,0
296,3,6,0,0,9,16.0,69,0
297,4,6,0,0,10,25.0,70,0
298,5,7,0,0,12,37.0,68,0
299,7,9,0,0,16,53.0,70,0
300,9,9,0,1,19,72.0,69,0
301,11,11,0,1,23,95.0,68,0
302,11,12,0,1,24,118.0,68,0
303,13,15,0,0,28,143.0,68,0
304,12,13,0,0,25,129.0,68,0
305,11,13,0,1,25,118.0,68,0
306,11,12,0,1,24,108.0,70,0
307,11,11,1,1,24,99.0,71,0
308,8,12,1,1,22,89.0,71,0
309,8,10,1,1,20,80.0,73,0
310,9,12,1,1,23,89.0,73,0
311,7,12,1,1,21,89.0,72,0
312,8,13,2,1,24,87.0,71,0
313,6,13,2,1,22,91.0,70,0
314,5,12,2,2,21,88.0,69,0
315,6,12,2,2,22,91.0,69,0
316,8,12,2,2,24,98.0,69,0
317,6,12,2,2,22,96.0,71,0
318,5,11,2,2,20,100.0,71,0
319,5,10,2,2,19,104.0,71,0
320,3,10,2,2,17,112.0,70,0
321,4,9,2,2,17,113.0,68,0
322,4,8,2,2,16,118.0,68,0
323,4,9,2,2,17,135.0,68,0
324,5,9,0,0,14,91.0,68,0
325,7,10,0,0,17,108.0,67,0
326,7,11,0,0,18,126.0,66,0
327,8,13,0,0,21,147.0,67,0
328,9,15,0,0,24,171.0,67,0
329,10,15,0,0,25,196.0,67,0
330,12,17,0,0,29,225.0,67,0
331,14,18,0,0,32,257.0,67,0
332,14,19,0,0,33,290.0,67,0
333,15,20,0,0,35,325.0,66,0
334,15,19,0,0,34,300.0,66,0
335,13,19,0,0,32,276.0,67,0
336,12,18,0,0,30,256.0,71,0
337,12,16,0,0,28,235.0,73,0
338,12,16,0,0,28,220.0,73,0
339,10,14,0,0,24,202.0,72,0
340,10,13,0,0,23,186.0,73,0
341,9,12,0,0,21,173.0,75,0
342,8,10,0,0,18,154.0,74,0
343,9,10,0,0,19,166.0,71,0
344,9,10,0,0,19,150.0,70,0
345,9,9,0,0,18,133.0,71,0
346,9,9,0,0,18,117.0,71,0
347,8,10,0,0,18,115.0,70,0
348,8,10,0,0,18,102.0,73,0
349,7,12,0,0,19,93.0,71,0
350,7,12,0,0,19,101.0,71,0
351,7,10,0,0,17,93.0,70,0
352,9,11,0,0,20,97.0,70,0
353,11,11,0,0,22,119.0,69,0
354,9,11,0,0,20,103.0,70,0
355,8,11,0,0,19,91.0,71,0
356,7,10,0,0,17,77.0,72,0
357,7,9,0,0,16,64.0,72,0
358,5,7,0,0,12,51.0,72,0
359,5,7,0,0,12,42.0,72,0
360,7,9,0,0,16,44.0,74,0
361,7,7,1,0,15,44.0,73,0
362,6,8,2,1,17,40.0,72,0
363,6,9,2,2,19,43.0,72,0
364,7,10,2,2,21,53.0,71,0
365,5,9,2,2,18,56.0,70,0
366,5,10,2,2,19,62.0,69,0
367,5,10,2,2,19,70.0,69,0
368,6,8,2,2,18,69.0,69,0
369,7,7,1,1,16,39.0,69,0
370,4,6,0,0,10,29.0,68,0
371,4,5,0,0,9,28.0,68,0
372,4,6,0,0,10,29.0,68,0
373,5,9,0,0,14,41.0,69,0
374,5,9,0,0,14,47.0,68,0
375,6,10,0,0,16,58.0,69,0
376,7,10,0,0,17,71.0,68,0
377,9,11,0,0,20,87.0,68,0
378,10,12,0,0,22,106.0,66,0
379,9,11,0,0,20,91.0,69,0
380,9,10,0,0,19,78.0,69,0
381,9,10,0,0,19,71.0,69,0
382,7,9,0,0,16,61.0,69,0
383,8,8,0,0,16,52.0,69,0
384,5,6,0,0,11,39.0,68,0
385,4,5,0,0,9,31.0,68,0
386,6,5,0,0,11,35.0,68,0
